Instrument,Date,Revenue - Mean,Dividend Per Share - Mean,Cash & Short Term Investments,PPE - Net Percentage of Total Assets,"PPE - Net - Total, YoY Avg",Cost Of Goods Sold - Mean,Depreciation Depletion & Amortization - Total,CAPEX Percentage of Total Assets,Selling General & Administrative Expenses - Total
DK0010252956,,,,2197000,,,,,,8781000
DK0010252956,,,,14592000,,,,,,8049000
DK0010252956,,,,33673000,,,,,,10627000
DK0010252956,,,,35173000,,,,,,14733000
DK0061155009,2003-12-31T00:00:00Z,,,,,,,,,
DK0061155009,2004-12-31T00:00:00Z,,,490294000,,,,,,684000
DK0061155009,2005-12-31T00:00:00Z,,,424334000,,,,,,541000
DK0061155009,2006-12-31T00:00:00Z,,,429413000,,,,,,587000
DK0061155009,2007-12-31T00:00:00Z,,,444383000,,,,,,652000
DK0061155009,2008-12-31T00:00:00Z,,,208835000,,,,,,708000
DK0061155009,2009-12-31T00:00:00Z,,,7698000,,,,,,967000
DK0061155009,2010-12-31T00:00:00Z,,,3947000,,,,,12.27716828,5523000
DK0061155009,2011-12-31T00:00:00Z,,,2820000,,,,,0.920974864,6891000
DK0061155009,2012-12-31T00:00:00Z,,,53522000,,,,,0.077302518,6782000
DK0061155009,2013-12-31T00:00:00Z,,,20742000,,,,,,5239000
DK0061155009,2014-12-31T00:00:00Z,,,2000,80.23086,,,,,2003000
DK0061155009,2015-12-31T00:00:00Z,,,2064000,78.964,,,,,3089000
DK0061155009,2016-12-31T00:00:00Z,,,1349000,0,,,,,1756000
DK0061155009,2017-12-31T00:00:00Z,,,3000,,,,,,1983000
DK0061155009,2018-12-31T00:00:00Z,,,1724000,,,,,,1673000
DK0061155009,2019-12-31T00:00:00Z,,,1000,,,,,2.675628936,1671000
DK0061155009,2020-12-31T00:00:00Z,,,0,,,,,0,2135000
DK0061155009,2021-12-31T00:00:00Z,,,0,,,,,,1444000
DK0061155009,2022-12-31T00:00:00Z,,,182000,,,,,,4275000
DK0010300276,,,,,,,,,,
DK0060003556,,50000000,,,,,,,,
DK0060003556,,82230000,0,,,,,,,
DK0060003556,,82420000,0,,,,,,,
DK0060003556,,158175000,0,,,,,,,
DK0060003556,,104000000,0,,,,,,,
DK0060003556,,145680000,0,,,,,,,
DK0060003556,,120450000,0,,,,,,,
DK0060003556,,52600000,0,,,,,,,
DK0060003556,,150000000,0,,,,,,,
DK0060003556,,220000000,0,,,,318000,,,
DK0060003556,,,,,,,,,,
DK0060003556,,,,,,,,,,
DK0060003556,,,,,,,,,,
DK0060219210,,,,,,,,,,
DK0060636678,2003-12-31T00:00:00Z,,,558000000,6.41095,,,,,1809000000
DK0060636678,2004-12-31T00:00:00Z,15965333330,2.77157,490000000,5.28765,2004500000,,,0.213993436,55000000
DK0060636678,2005-12-31T00:00:00Z,16543829000,4.06098,543000000,0.80616,1164500000,,,0.073758504,1081000000
DK0060636678,2006-12-31T00:00:00Z,17148471000,2.89922,338000000,0.76198,327500000,,,0.57420389,1063000000
DK0060636678,2007-12-31T00:00:00Z,18094123800,2.41013,298000000,0.88068,356000000,,88000000,0.468751804,1034000000
DK0060636678,2008-12-31T00:00:00Z,19174289880,2.24105,282000000,3.54012,873500000,,57000000,2.669097539,857000000
DK0060636678,2009-12-31T00:00:00Z,20093849780,2.02756,512000000,3.60527,1487000000,,,0.887179179,952000000
DK0060636678,2010-12-31T00:00:00Z,21319404250,2.28532,857000000,3.66864,1734500000,,174000000,0.505606781,974000000
DK0060636678,2011-12-31T00:00:00Z,20767158860,3.67542,402000000,3.49165,1856500000,,227000000,0.131052758,995000000
DK0060636678,2012-12-31T00:00:00Z,19480641540,4.54609,504000000,2.93116,1724500000,,,0.199075323,99000000
DK0060636678,2013-12-31T00:00:00Z,18498730670,4.65479,553000000,2.67186,1509000000,,143000000,0.044574867,845000000
DK0060636678,2014-12-31T00:00:00Z,18129821300,4.93119,505000000,2.4146,1343500000,,152000000,0.49055353,833000000
DK0060636678,2015-12-31T00:00:00Z,17992968400,5.05779,471000000,2.35565,1234500000,,148000000,0.088884595,797000000
DK0060636678,2016-12-31T00:00:00Z,18988666170,5.19503,475000000,0.09827,628500000,,149000000,0.508196397,819000000
DK0060636678,2017-12-31T00:00:00Z,20773490500,5.60662,509000000,0.13043,58000000,1646000000,138000000,0.296360691,736000000
DK0060636678,2018-12-31T00:00:00Z,22545898430,6.21535,627000000,1.65355,501000000,,246000000,10.6271777,714000000
DK0060636678,2019-12-31T00:00:00Z,23174116140,6.1272,868000000,1.4985,910000000,,411000000,0.119373032,749000000
DK0060636678,2020-12-31T00:00:00Z,32271174200,6.13818,1390000000,1.27553,831000000,,467000000,0.061679517,827000000
DK0060636678,2021-12-31T00:00:00Z,37058361000,7.60231,802000000,0.75902,769500000,,474000000,0.02727701,1048000000
DK0060636678,2022-12-31T00:00:00Z,39013187000,8.62385,2662000000,0.76328,816500000,,1159000000,0.04661896,2031000000
DK0060542181,2009-12-31T00:00:00Z,,,3461000000,3.68694,,,1788000000,,44781000000
DK0060542181,2010-12-31T00:00:00Z,78047624800,6.8337,3625000000,3.70571,,6582000000,1680000000,1.797666858,48139000000
DK0060542181,2011-12-31T00:00:00Z,80293122640,7.39362,4037000000,3.77774,,7120000000,1562000000,1.997555123,50089000000
DK0060542181,2012-12-31T00:00:00Z,80962041140,7.86246,3528000000,3.50171,,6754000000,1479000000,1.618473748,52071000000
DK0060542181,2013-12-31T00:00:00Z,80337955290,7.74436,3277000000,3.53128,,7282500000,1289000000,1.760790208,51234000000
DK0060542181,2014-12-31T00:00:00Z,78419215920,8.3527,3557000000,3.50494,,7460000000,1318000000,1.779643232,48849000000
DK0060542181,2015-12-31T00:00:00Z,80806391500,7.92738,4526000000,3.2728,,8002000000,1386000000,1.901706954,51900000000
DK0060542181,2016-12-31T00:00:00Z,69677167080,0.511,4300000000,3.2225,,7244000000,1319000000,1.784494274,50477000000
DK0060542181,2017-12-31T00:00:00Z,72251165670,0.44444,6275000000,3.13367,,6046000000,1232000000,1.991627935,45873000000
DK0060542181,2018-12-31T00:00:00Z,79236280200,3.81288,6834000000,3.12782,,6826000000,1145000000,2.0904954,46161000000
DK0060542181,2019-12-31T00:00:00Z,82564398730,4.7771,2670000000,8.9331,3015000000,7009000000,1952000000,2.268904197,49588000000
DK0060542181,2020-12-31T00:00:00Z,,,2742000000,8.13209,4009000000,,1824000000,1.520295518,46579000000
DK0060542181,2021-12-31T00:00:00Z,,,3428000000,7.73336,3461000000,,1697000000,1.439376576,46369000000
DK0060542181,2022-12-31T00:00:00Z,,,5214000000,7.06308,3348000000,,1540000000,1.784690051,48329000000
DK0061802139,,,,,,,,,,
DK0061802139,,1733238330,0.2179,,,,,,,
DK0061802139,,1891113330,0.1725,,,,,,,
DK0061802139,,2045147890,0.26314,,,,,,,
DK0061802139,,2067567670,0.30438,,,,,,,
DK0061802139,,2185383330,0.2898,,,,,,,
DK0061802139,,2315788750,0.27513,,,,,,,
DK0061802139,,2354750000,0.22317,,,,,,,
DK0061802139,,2445862500,0.25929,,,,756000000,,,
DK0061802139,,2486025000,0.26163,,,,758250000,,,
DK0061802139,,2660183330,0.32763,,,,864000000,,,
DK0061802139,,3028716670,0.3285,,,,959000000,,,
DK0061802139,,2825700000,0.1895,,,,1145333330,,,
DK0061802139,,3204507000,0,,,,1244333330,,,
DK0061802139,,3634340000,0.01,,,,1488433330,,,
DK0061802139,,3898150000,0.103,,,,1533875000,,,
DK0061802139,,4340740000,0.125,,,,1651966670,,,
DK0061802139,,4830120000,0,,,,1767400000,,,
DK0061802139,,5372820000,0,,,,1892000000,,,
DK0060030286,2004-12-31T00:00:00Z,,,556000,4.35226,,,53000,,2144000
DK0060030286,2005-12-31T00:00:00Z,,,2313000,,,,61000,11.38784067,3309000
DK0060030286,2006-12-31T00:00:00Z,,,14883000,0.09472,,,182000,0,6862000
DK0060030286,2007-12-31T00:00:00Z,,,15479000,1.03617,,,174000,1.212562144,14780000
DK0060030286,2008-12-31T00:00:00Z,,,17137000,-0.00364,,,419000,0,17395000
DK0060030286,2009-12-31T00:00:00Z,,,20441000,-0.00297,,,136000,,19577000
DK0060030286,2010-12-31T00:00:00Z,,,19442000,0.41569,,,1524000,0.648185196,17020000
DK0060030286,2011-12-31T00:00:00Z,,,22780059,0.16891,,,4171262,0,20104480
DK0060030286,2012-12-31T00:00:00Z,,,23793971,,,,7177740,,22643195
DK0060030286,2013-12-31T00:00:00Z,,,24632400,,,,3860924,,24151787
DK0060030286,2014-12-31T00:00:00Z,,,27492684,,,,6045760,,27948263
DK0060030286,2015-12-31T00:00:00Z,,,39983119,,,,7067441,,34408653
DK0060030286,2016-12-31T00:00:00Z,,,37347979,,,,8144868,,39093008
DK0060030286,2017-12-31T00:00:00Z,,,34322571,,,,8893415,,45587391
DK0060030286,2018-12-31T00:00:00Z,146000000,0.27,25594453,10.96844,,29000000,11316671,11.24861211,50824184
DK0060030286,2019-12-31T00:00:00Z,200000000,0.53,31207000,12.07592,13044745.5,30000000,15295153,0,63768085
DK0060030286,2020-12-31T00:00:00Z,234000000,0.26,50843649,10.02466,15081633,35000000,16359556,0,79761876
DK0060030286,2021-12-31T00:00:00Z,296000000,0.56,72181000,26.30843,36167633,40000000,19444000,0.515970755,95513000
DK0060030286,2022-12-31T00:00:00Z,,,2225000,66.6519,135934000,,18853000,76.31465581,110423000
DK0060040913,2002-09-30T00:00:00Z,,,,,,,,,
DK0060040913,2003-09-30T00:00:00Z,,,568000,8.64435,,,218000,,10028000
DK0060040913,2004-09-30T00:00:00Z,,,1086000,5.09743,,,226000,,9022000
DK0060040913,2005-09-30T00:00:00Z,,,2508000,,,,197000,21.03776008,12449000
DK0060040913,2006-09-30T00:00:00Z,,,18242000,1.24633,,,205000,4.253783289,17369000
DK0060040913,2007-12-31T00:00:00Z,,,,,,,,,
DK0060040913,2008-12-31T00:00:00Z,,,2720000,4.41064,,,2756000,,20494000
DK0060040913,2009-12-31T00:00:00Z,,,627000,3.82562,,,429000,0.491875274,8399000
DK0060040913,2010-12-31T00:00:00Z,,,147000,0.30189,,,113000,0,4265000
DK0060040913,2011-12-31T00:00:00Z,,,108000,0.44901,,,9000,0.624133148,3531000
DK0060040913,2012-12-31T00:00:00Z,,,352015,0.35047,,,3213,0.627657427,1152862
DK0060040913,2013-12-31T00:00:00Z,,,984667,0.78166,,,13078,0.496214686,1377538
DK0060040913,2014-12-31T00:00:00Z,,,1312000,5.49838,,,189000,2.040631094,4726000
DK0060040913,2015-12-31T00:00:00Z,,,1010587,4.71974,,,353626,15.6658308,5182828
DK0060040913,2016-12-31T00:00:00Z,,,1631274,2.7136,,,388780,7.158677983,6261388
DK0060040913,2017-12-31T00:00:00Z,,,1242166,1.42956,,,246753,2.578704858,8098904
DK0060040913,2018-12-31T00:00:00Z,,,2066705,2.3783,,,219835,3.135876987,9767810
DK0060040913,2019-12-31T00:00:00Z,,,2357682,2.19913,,,396509,2.139351104,12345487
DK0060040913,2020-12-31T00:00:00Z,,,3892028,1.48422,192735,,156812,1.148106562,13489733
DK0060040913,2021-12-31T00:00:00Z,,,4803338,3.01054,505467,,814989,51.79848545,20766163
DK0060040913,2022-12-31T00:00:00Z,,,5118000,2.85942,832584.5,,1411000,2.731212203,29727000
DK0060338572,,,,,,,,,,
DK0060040756,,,,,,,,,,
DK0060040756,,0,0,,,,,,,
DK0060040756,,0,0,,,,,,,
DK0060040756,,,,,,,,,,
DK0060040756,,,,,,,,,,
DK0016079361,2000-12-31T00:00:00Z,,,0,,,,,,1918000
DK0016079361,2001-12-31T00:00:00Z,,,273000,,,,,,1725000
DK0016079361,2002-12-31T00:00:00Z,,,848000,,,,,,1644000
DK0016079361,2003-12-31T00:00:00Z,,,758728000,,,,,,20447000
DK0016079361,2004-12-31T00:00:00Z,,,11142000,,,,,,42739000
DK0016079361,2005-06-30T00:00:00Z,,,,,,,,,
DK0016079361,2006-06-30T00:00:00Z,,,121052000,,,,,,113046000
DK0016079361,2007-06-30T00:00:00Z,,,145354000,,,,,,253406000
DK0016079361,2008-06-30T00:00:00Z,,,92010000,,,,,,91763000
DK0016079361,2009-06-30T00:00:00Z,,,65671000,,,,,,45393000
DK0016079361,2010-06-30T00:00:00Z,,,2164000,,,,,,37291000
DK0016079361,2011-06-30T00:00:00Z,,,76985000,,,,,,33614000
DK0016079361,2012-06-30T00:00:00Z,,,89590000,,,,,,29495000
DK0016079361,2013-06-30T00:00:00Z,,,126028000,,,,,,40954000
DK0016033889,,,,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,,2.75,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,4179000000,373.1,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,,,,,,,,,
DK0016033889,,,,,,,,,,
DK0016310980,2006-06-30T00:00:00Z,,,,,,,,,19937000
DK0016310980,2007-06-30T00:00:00Z,,,10526000,,,,,,36548000
DK0016310980,2008-06-30T00:00:00Z,,,10378000,,,,,,7313000
DK0016310980,2009-06-30T00:00:00Z,,,30128000,,,,,,5251000
DK0016310980,2010-06-30T00:00:00Z,,,22960000,,,,,,5783000
DK0016310980,2011-06-30T00:00:00Z,,,1604000,,,,,,4725000
DK0016310980,2012-06-30T00:00:00Z,,,1743000,,,,,,4379000
DK0016310980,2013-06-30T00:00:00Z,,,9014000,,,,,,9309000
DK0060046522,2004-12-31T00:00:00Z,,,30000,6.33124,,,27000,,174000
DK0060046522,2005-12-31T00:00:00Z,506000000,,,,,,92000,47.15562126,
DK0060046522,2006-12-31T00:00:00Z,517000000,,42138000,17.00069,,,151000,37.54958024,5915000
DK0060046522,2007-12-31T00:00:00Z,361000000,,99888000,10.90014,,,2331000,17.11816035,18888000
DK0060046522,2008-12-31T00:00:00Z,,,52724000,14.62353,,,5101195,1.285034648,28505893
DK0060046522,2009-12-31T00:00:00Z,,,17759063,15.57886,,,4083454,,17789000
DK0060046522,2010-12-31T00:00:00Z,,,145686,0,,,4886713,,18726991
DK0060046522,2011-12-31T00:00:00Z,,,133725,0,,,0,,1135524
DK0060046522,2012-06-30T00:00:00Z,,,,,,,,,
DK0060046522,2013-06-30T00:00:00Z,,,26776000,34.5234,,,6588000,44.67086463,210114000
DK0060046522,2014-06-30T00:00:00Z,,,1312000,30.10064,76212000,,10178000,6.29394714,244687000
DK0060046522,2015-06-30T00:00:00Z,,,691000,8.77863,36689000,,8265000,3.118382165,189484000
DK0060046522,2019-07-31T00:00:00Z,,,20000,,34980000,,0,,
DK0060046522,2019-07-31T00:00:00Z,,,20000,,34980000,,0,,
DK0060046522,2020-07-31T00:00:00Z,,,3000,,34980000,,,,
DK0060046522,2021-07-31T00:00:00Z,,,4000,,34980000,,,,
DK0060046522,,,,,,34980000,,,,
DK0060046522,,,,,,34980000,,,,
DK0060046522,,,,,,34980000,,,,
DK0060046522,,,,,,34980000,,,,
DK0060046522,,,,,,34980000,,,,
DK0060046522,,,,,,34980000,,,,
DK0060047256,,,,,,,,,,
DK0016042609,2001-09-30T00:00:00Z,,,2735000,,,,,,646000
DK0016042609,2002-09-30T00:00:00Z,,,8208000,,,,,,939000
DK0016042609,2003-09-30T00:00:00Z,,,11137000,,,,,,4447000
DK0016042609,2004-09-30T00:00:00Z,,,27755000,,,,,,6179000
DK0016042609,2005-06-30T00:00:00Z,,,,,,,,,
DK0016042609,2006-06-30T00:00:00Z,,,121856000,,,,,,6137000
DK0016042609,2007-06-30T00:00:00Z,,,27383000,,,,,,17569000
DK0016042609,2008-06-30T00:00:00Z,,,321550000,,,,,,7631000
DK0016042609,2009-06-30T00:00:00Z,,,141424000,,,,,,5657000
DK0016042609,2010-06-30T00:00:00Z,,,47797000,,,,,,4624000
DK0016042609,2011-06-30T00:00:00Z,,,10696000,,,,,,3294000
DK0016042609,2012-06-30T00:00:00Z,,,6773000,,,,,,1445000
DK0016042609,2013-06-30T00:00:00Z,,,26378000,,,,,,1850000
DK0060043859,,,,,,,,,,
DK0060048148,2002-12-31T00:00:00Z,,,7986000,4.82025,,,59000,,1533000
DK0060048148,2003-12-31T00:00:00Z,,,10621000,26.13068,,,230000,,6283000
DK0060048148,2004-12-31T00:00:00Z,17285000,,9000,84.63296,,,1910000,,16616000
DK0060048148,2005-12-31T00:00:00Z,114950000,0,87224000,,,,4071000,17.24928986,97089000
DK0060048148,2006-12-31T00:00:00Z,89366330,0,464658000,5.74137,,,5576000,2.244899862,158798000
DK0060048148,2007-12-31T00:00:00Z,41012000,0,331740000,7.34646,,,7005000,1.340879153,237641000
DK0060048148,2008-12-31T00:00:00Z,18000000,0,600130000,4.00004,26954500,,8834000,1.278149785,344186000
DK0060048148,2009-12-31T00:00:00Z,107500000,0,333429000,6.92358,26055500,,10455000,2.153550931,272521000
DK0060048148,2010-12-31T00:00:00Z,85000000,0,531519000,3.16358,22033500,,9957000,0.548305782,262624000
DK0060048148,2011-12-31T00:00:00Z,114000000,0,297727000,4.00309,15327500,172000000,7320000,0.674561823,269867000
DK0060048148,2012-12-31T00:00:00Z,21500000,0,496834000,0.61048,7978000,,9532000,0.06263566,269090000
DK0060048148,2013-12-31T00:00:00Z,64000000,,328652000,0.95499,3221000,,2558000,0.245840518,174283000
DK0060048148,2014-12-31T00:00:00Z,15000000,,270434000,1.44592,3790000,,993000,0.792554284,178752000
DK0060048148,2015-12-31T00:00:00Z,,,108320183.4,2.23761,,,1471537.56,0.145417488,195889198.6
DK0060048148,2015-12-31T00:00:00Z,390444000,,108320183.4,1.6129,3800219.2,327322220,1471537.56,0.656324078,195889198.6
DK0060048148,2016-12-31T00:00:00Z,932547540,,23727304.2,2.08726,,178500730,1399909.995,1.579364086,235851182.4
DK0060048148,2016-12-31T00:00:00Z,,,23727304.2,1.25135,,,1399909.995,0.416101008,235851182.4
DK0060048148,2017-12-31T00:00:00Z,,,48181040.6,0.98994,,,1352417.565,0.298181132,219843721.7
DK0060048148,2017-12-31T00:00:00Z,,,48181040.6,,,,1352417.565,,219843721.7
DK0060048148,2018-12-31T00:00:00Z,,,198706564,0.001,5814831,,1219278.499,,236350503.7
DK0060048148,2019-12-31T00:00:00Z,,,348136134,,5855706.5,,4261783.686,,1092757352
DK0060048148,2020-03-31T00:00:00Z,,,,,8184546.75,,,,
DK0060048148,2021-03-31T00:00:00Z,,,22269000,,8184546.75,,358000,,
DK0060048148,,,,,,8184546.75,,,,
DK0061152170,2003-06-30T00:00:00Z,,,4714000,0.18142,,,54000,,4749000
DK0061152170,2004-06-30T00:00:00Z,,,10423000,1.46852,,,142000,2.287899207,16955000
DK0061152170,2005-06-30T00:00:00Z,,,10895000,1.54251,,,288000,,23774000
DK0061152170,2006-06-30T00:00:00Z,,,15982000,0.81562,,,505000,,25181000
DK0061152170,2007-06-30T00:00:00Z,,,21072000,1.47409,,,1457000,4.906503587,26114000
DK0061152170,2008-06-30T00:00:00Z,,,631000,2.25363,,,1768000,6.369594399,36328000
DK0061152170,2009-06-30T00:00:00Z,,,97000,0.91495,,,996000,0.564905654,30486000
DK0061152170,2010-06-30T00:00:00Z,,,99000,1.42159,,,2940000,19.49730836,21862000
DK0061152170,2011-06-30T00:00:00Z,,,180000,0.8707,,,245000,18.48099604,14277000
DK0061152170,2012-06-30T00:00:00Z,,,1663000,0.24948,,,222000,17.32375471,10849000
DK0061152170,2013-06-30T00:00:00Z,,,77000,0.05513,,,1622000,12.90115691,9577000
DK0061152170,2014-06-30T00:00:00Z,,,318000,0.17976,,,3421000,10.47957218,11055000
DK0061152170,2015-06-30T00:00:00Z,,,1036000,0.11677,,,8244000,6.147615149,16360000
DK0061152170,2016-06-30T00:00:00Z,,,6000,0.14942,64000,,2928000,14.07510942,15835000
DK0061152170,2017-06-30T00:00:00Z,,,1192000,0.99858,238000,,2983000,3.201774477,25314000
DK0061152170,2018-06-30T00:00:00Z,,,143000,0.74369,340500,,3209000,5.682449813,21536000
DK0061152170,2019-06-30T00:00:00Z,,,224000,0.35099,194000,,3270000,3.910424008,17928000
DK0061152170,2020-06-30T00:00:00Z,,,268000,5.46155,804500,,4459000,0.83928774,18640000
DK0061152170,2021-06-30T00:00:00Z,,,256000,3.63282,1200500,,4495000,1.638123604,17569000
DK0061152170,2022-06-30T00:00:00Z,,,2000,9.38586,1982500,,1861000,7.292407501,18425000
DK0060052843,2007-06-30T00:00:00Z,,,85889000,,,,,,4532000
DK0060052843,2008-06-30T00:00:00Z,,,79091000,,,,,1.831315751,7160000
DK0060052843,2009-06-30T00:00:00Z,,,16720000,,,,,0.744539159,9580000
DK0060052843,2010-06-30T00:00:00Z,,,17888000,,,,,,9414000
DK0060052843,2011-06-30T00:00:00Z,,,28932155.31,,,,,1.03146014,8710583.879
DK0060052843,2012-06-30T00:00:00Z,,,322979088.4,,,,,0,3339434.254
DK0060052843,2013-06-30T00:00:00Z,,,4381000,,,,,14.38580231,2517000
DK0060052843,2019-06-30T00:00:00Z,,,40404000,0.00935,,,678000,1.912046523,10371000
DK0060052843,2019-06-30T00:00:00Z,,,40404000,0.0666,,,678000,,10371000
DK0060052843,2020-06-30T00:00:00Z,,,44310000,0.11261,,,327000,,8389000
DK0060052843,2021-06-30T00:00:00Z,,,9362000,0.12092,1141500,,93000,,
DK0060052843,,,,,0.16034,1760000,,,0.391972333,
DK0060052843,,,,,0.10744,1951000,,,0.553216208,
DK0060052843,,,,,0.02789,2358000,,,0.927918206,
DK0060052843,,,,,0.08816,2819000,,,,
DK0060052843,,,,,,2736500,,,,
DK0060052843,,,,,,2848500,,,,
DK0060052843,,,,,,2503000,,,,
DK0060052843,,,,,,1253500,,,,
DK0060052843,,,,,,1253500,,,,
DK0060050045,,,,,1.90992,,,28387000,,138389000
DK0060050045,,,,,1.89622,,,17481000,,138584000
DK0060050045,,,,,1.36997,,,20527000,,158554000
DK0060050045,,,,,1.40591,,,9746000,,176678000
DK0060050045,,,,,1.05141,,,4942000,,184175000
DK0060050045,,,,,0.98179,71698500,,12807000,,227512000
DK0060050045,,,,,0.98716,72840000,,13360000,,261572000
DK0060050045,,,,,1.09301,81584000,,10956000,,273208000
DK0060050045,,,,,1.08462,100762500,,13712000,,308714000
DK0060050045,,,,,0.71356,93354500,,11998000,,286173000
DK0060050045,,,,,0.76544,73558000,,9945000,,277211000
DK0060050045,,,,,1.61755,149629000,,20933000,,508204000
DK0060050045,,,,,1.39724,218818500,,23621000,,481349000
DK0060050045,,,,,1.30495,207662500,,23713000,,487562000
DK0060050045,,,,,1.17685,201231500,,23404000,,511058000
DK0060050045,,,,,1.0663,195866500,,25292000,,533941000
DK0060050045,,,,,0.98206,193352500,,23259000,,568807000
DK0060050045,,,,,1.2719,227466000,,36246000,,574265000
DK0060056166,2006-12-31T00:00:00Z,,,,,,,,,
DK0060056166,2007-12-31T00:00:00Z,,,186177000,39.91317,143200500,,11087000,,17884000
DK0060056166,2008-12-31T00:00:00Z,,,13288000,69.85602,282935000,,18401000,29.00020963,27023000
DK0060056166,2009-12-31T00:00:00Z,,,28569000,68.04336,360052000,,20637000,9.646171688,22429000
DK0060056166,2010-12-31T00:00:00Z,,,3251000,75.24871,361552000,,17989000,6.646889912,18395000
DK0060056166,2011-12-31T00:00:00Z,,,1183000,74.33292,370993500,,18327000,2.912022449,13756000
DK0060056166,2012-12-31T00:00:00Z,,,837000,80.88706,361132500,,21344000,2.745109431,12478000
DK0060056166,2013-12-31T00:00:00Z,,,13857000,79.01472,354237500,,17121000,6.123787099,10442000
DK0060056166,2014-12-31T00:00:00Z,,,5106000,77.66009,356780000,,22039000,9.067779893,10295000
DK0060056166,2015-12-31T00:00:00Z,,,1183000,70.0705,363246500,,23758000,6.111878922,9540000
DK0060056166,2016-12-31T00:00:00Z,,,2793000,70.78902,366730500,,23719000,3.872636613,10461000
DK0060056166,2017-12-31T00:00:00Z,,,6153000,72.43521,405778500,,26648000,6.591608913,12333000
DK0060056166,2018-12-31T00:00:00Z,,,3628000,73.58986,508303000,,31636000,3.529235014,16817000
DK0060056166,2019-12-31T00:00:00Z,,,3057000,76.77674,696557500,,47163000,6.933741135,22632000
DK0060056166,2020-12-31T00:00:00Z,,,7753000,81.66592,877863000,,45964000,7.356935676,25236000
DK0060056166,2021-12-31T00:00:00Z,,,77467000,74.30046,874404500,,43746000,4.850622362,70531000
DK0060056166,2022-12-31T00:00:00Z,,,21860000,75.00095,911174500,,50687000,16.4282541,80263000
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055861,,598330000,6.32,,,,,,,
DK0060055861,,,,,,,,,,
DK0060055515,,,,,,,,,,
DK0060074144,,,,,,,,,,
DK0060070589,2001-12-31T00:00:00Z,,,,,,,,,
DK0060070589,2002-12-31T00:00:00Z,,,23000,5.89323,,,441000,,1793000
DK0060070589,2003-12-31T00:00:00Z,,,187000,3.34864,,,690000,7.258601554,4793000
DK0060070589,2004-12-31T00:00:00Z,,,97000,5.30741,,,709000,11.55921353,8012000
DK0060070589,2005-12-31T00:00:00Z,,,367000,5.78903,,,809000,17.09189608,12695000
DK0060070589,2006-12-31T00:00:00Z,,,41000,3.94164,,,1001000,17.87159191,17124000
DK0060070589,2007-12-31T00:00:00Z,,,13857000,3.68928,,,1597000,22.67796034,28215000
DK0060070589,2008-12-31T00:00:00Z,,,1523000,6.95681,,,2827000,22.89629374,33553000
DK0060070589,2009-12-31T00:00:00Z,,,868000,4.01809,,,3390000,12.34812348,16510000
DK0060070589,2010-12-31T00:00:00Z,,,507000,1.76997,,,2670000,12.707345,15166000
DK0060070589,2011-12-31T00:00:00Z,,,2228000,0.66477,,,2694000,11.34249836,16953000
DK0060070589,2012-12-31T00:00:00Z,,,1047000,0.30289,,,2920000,29.39689419,18603000
DK0060070589,2013-12-31T00:00:00Z,,,221000,0.2306,,,3006000,16.8756262,19305000
DK0060070589,2014-12-31T00:00:00Z,,,854000,0.42005,,,2879000,21.79427219,17120000
DK0060070589,2015-12-31T00:00:00Z,,,489000,0.22808,,,3326000,24.37542756,17518000
DK0060070589,2016-12-31T00:00:00Z,,,283000,0.03781,,,4206000,28.86739196,18694000
DK0060070589,2017-12-31T00:00:00Z,,,335000,0,,,4024000,22.98614674,18280000
DK0060070589,2018-12-31T00:00:00Z,,,547000,,,,4330000,29.17480469,19080000
DK0060070589,2019-12-31T00:00:00Z,,,172000,0.19827,,,4950000,22.42085661,18393000
DK0060070589,2020-12-31T00:00:00Z,,,3424000,0.14538,,,5058000,18.71287332,17713000
DK0060070589,2021-12-31T00:00:00Z,,,3608000,1.78532,,,3224000,18.07481335,19317000
DK0060070589,2022-12-31T00:00:00Z,,,893000,,,,4025000,,
DK0060078053,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,631334880,0,,,,,,,
DK0060823516,,767676550,0,,,,,,,
DK0060823516,,1062608230,0,,,,,,,
DK0060823516,,704750860,14.694,,,,,,,
DK0060823516,,544569380,0,,,,,,,
DK0060823516,,648474720,7.461,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060823516,,,,,,,,,,
DK0060069813,2004-06-30T00:00:00Z,,,16000,64.07858,,,813000,,8287000
