Instrument,Date,Revenue - Mean,Dividend Per Share - Mean,Cash & Short Term Investments,PPE - Net Percentage of Total Assets,"PPE - Net - Total, YoY Avg",Cost Of Goods Sold - Mean,Depreciation Depletion & Amortization - Total,CAPEX Percentage of Total Assets,Selling General & Administrative Expenses - Total
DK0060069813,2005-06-30T00:00:00Z,,,1000,48.16754,,,1370000,32.14603131,10332000
DK0060069813,2006-06-30T00:00:00Z,,,,,,,1983000,34.19460679,
DK0060069813,2007-06-30T00:00:00Z,,,18220000,21.48516,,,2633000,16.82907205,22567000
DK0060069813,2008-06-30T00:00:00Z,,,8504000,21.38925,,,3328000,12.36670303,35377000
DK0060069813,2009-06-30T00:00:00Z,,,3675000,23.21275,,,4586000,8.359972663,32920000
DK0060069813,2010-06-30T00:00:00Z,,,,,,,3451731,8.253656942,22688993
DK0060069813,2011-06-30T00:00:00Z,,,9713000,15.35308,,,2778000,13.49740697,26635000
DK0060069813,2012-12-31T00:00:00Z,,,,11.96219,,,,6.614229532,
DK0060069813,2012-12-31T00:00:00Z,,,,9.98507,,,,,
DK0060069813,2013-12-31T00:00:00Z,,,7250000,8.06707,,,2827000,19.68186483,35588000
DK0060069813,2014-12-31T00:00:00Z,,,6857000,6.25585,,,2744000,7.88982028,42321000
DK0060069813,2015-12-31T00:00:00Z,,,9194000,3.8087,,,2696000,7.524706698,45164000
DK0060069813,2016-12-31T00:00:00Z,,,12812000,3.71577,,,3188000,8.823389589,47429000
DK0060069813,2017-12-31T00:00:00Z,,,21871000,4.19401,,,3228000,12.00193775,59191000
DK0060069813,2018-12-31T00:00:00Z,,,21223000,4.46093,,,3828000,8.200833393,71238000
DK0060069813,2019-12-31T00:00:00Z,,,9768000,,,,3965000,,83934000
DK0060077758,,,,,,,,,,
DK0060077758,,118295000,0,,,,,,,
DK0060077758,,167000000,0,,,,,,,
DK0060077758,,90500000,0,,,,,,,
DK0060077758,,111000000,0,,,,,,,
DK0060077758,,149500000,0,,,,,,,
DK0060077758,,152333330,0,,,,,,,
DK0060077758,,150333330,0,,,,,,,
DK0060077758,,143000000,0,,,,45300000,,,
DK0060077758,,171500000,0,,,,50600000,,,
DK0060077758,,,,,,,,,,
DK0060077758,,,,,,,,,,
DK0060077758,,,,,,,,,,
DK0060077758,,,,,,,,,,
DK0060077758,,,,,,,,,,
DK0060084374,,,,,,,,,,
DK0060083996,2005-12-31T00:00:00Z,,,30886000,56.35937,,,3672000,,45000
DK0060083996,2006-12-31T00:00:00Z,39000000,0,5631000,,,,5653000,97.83319119,280000
DK0060083996,2007-12-31T00:00:00Z,,,10275000,93.58335,206708500,,8298000,28.73752014,833000
DK0060083996,2008-12-31T00:00:00Z,9344770,0,12360000,92.27943,234846500,,18981000,20.57749659,2526000
DK0060083996,2009-12-31T00:00:00Z,141000000,0,2625000,94.04137,217062000,,95903000,32.98236282,300000
DK0060083996,2010-12-31T00:00:00Z,192000000,0,18093000,86.40729,238286000,,31090000,2.722346586,16966000
DK0060083996,2011-12-31T00:00:00Z,,,14300000,86.46434,276959000,,7600000,0.374510795,1900000
DK0060083996,2012-12-31T00:00:00Z,,,6125000,77.69861,203950000,,47355000,0.144730261,1861000
DK0060083996,2013-12-31T00:00:00Z,,,5391000,85.75223,120585000,,5630000,0.540343388,866000
DK0060083996,2014-12-31T00:00:00Z,,,4489000,87.68324,118931000,,6197000,1.840989541,97000
DK0060083996,2015-12-31T00:00:00Z,,,6634000,88.10767,120172000,,6693000,1.371406002,399000
DK0060083996,2016-12-31T00:00:00Z,,,4963000,90.17941,114637000,,7095000,0.089359255,261000
DK0060083996,2017-12-31T00:00:00Z,,,3313000,89.99913,105790500,,6831000,0.994673218,282000
DK0060083996,2018-12-31T00:00:00Z,,,8598000,75.66587,90783000,,6620000,0.892403121,326000
DK0060083996,2019-12-31T00:00:00Z,,,5527000,81.08982,79059000,,5316000,6.160245618,291000
DK0060083996,2020-12-31T00:00:00Z,,,5388000,58.42279,59184000,,5442000,0.088719822,292000
DK0060083996,2021-12-31T00:00:00Z,,,2540000,0,19428500,,1601000,0,303000
DK0060083996,2022-12-31T00:00:00Z,,,4489000,0,0,,0,,215000
DK0060074490,2003-12-31T00:00:00Z,,,0,,,,0,,0
DK0060074490,2004-12-31T00:00:00Z,,,162000,1.77087,,,16000,,1473000
DK0060074490,2005-12-31T00:00:00Z,,,1338000,0.54881,,,22000,13.47610996,2287000
DK0060074490,2006-12-31T00:00:00Z,,,40000,2.59416,,,439000,12.89856175,5196000
DK0060074490,2007-12-31T00:00:00Z,,,12264000,,,,603000,20.68047091,
DK0060074490,2008-12-31T00:00:00Z,,,1438000,28.23012,,,15377000,2.226685547,21307000
DK0060074490,2009-12-31T00:00:00Z,,,3114611,13.89136,,,3650494,7.853837585,23642625
DK0060074490,2010-12-31T00:00:00Z,,,6761329,12.1808,,,5280932,1.990214003,25436729
DK0060074490,2011-12-31T00:00:00Z,,,13120576,8.36267,,,4323608,7.828992035,26761534
DK0060074490,2012-12-31T00:00:00Z,,,13176000,3.35741,,,3675000,4.023989702,26762000
DK0060074490,2013-12-31T00:00:00Z,,,1309671,2.61854,,,2283121,5.181647347,26001000
DK0060074490,2018-12-31T00:00:00Z,,,283000,1.72036,,,1393000,5.824986054,
DK0060074490,2019-12-31T00:00:00Z,,,2400000,,,,1586000,,
DK0060074490,2020-12-31T00:00:00Z,,,783000,1.11584,,,1424000,,
DK0060074490,,,,,1.11584,,,,,
DK0060074490,,,,,1.66068,,,,,
DK0060074490,,,,,1.66068,,,,,
DK0060074490,,,,,1.23369,,,,,
DK0060074490,,,,,1.23369,,,,,
DK0060074490,,,,,0.53364,,,,,
DK0060074490,,,,,0.20799,,,,,
DK0060074656,2002-09-30T00:00:00Z,,,260000,11.65783,,,,,2181000
DK0060074656,2003-09-30T00:00:00Z,,,866000,3.87382,,,183000,,2556000
DK0060074656,2004-09-30T00:00:00Z,,,1334000,5.29829,,,115000,,3379000
DK0060074656,2005-09-30T00:00:00Z,,,3167000,1.03321,,,210000,2.259362426,4120000
DK0060074656,2006-06-30T00:00:00Z,,,,,,,,,
DK0060074656,2007-06-30T00:00:00Z,,,43802000,1.19533,,,444000,,7334000
DK0060074656,2008-06-30T00:00:00Z,,,46687000,0.78892,525500,,935000,,12007000
DK0060074656,2009-06-30T00:00:00Z,,,40249000,1.32139,599000,,2739389,15.6115993,16261373
DK0060074656,2010-06-30T00:00:00Z,,,32095494,1.70893,874713,,5616388,15.77559585,20210731
DK0060074656,2011-12-31T00:00:00Z,,,,,1452927,,,,
DK0060074656,2012-12-31T00:00:00Z,,,16967338,1.1554,708321.5,,5144698,,20184256
DK0060074656,2013-12-31T00:00:00Z,,,7526864,0.37254,480376,,7249109,1.159615675,30271957
DK0060074656,2014-12-31T00:00:00Z,,,7242063,0.1827,279036.5,,4080567,2.320290245,34677567
DK0060074656,2015-12-31T00:00:00Z,,,11468187,0.18652,201349,,3825920,1.391221393,37422928
DK0060074656,2016-12-31T00:00:00Z,,,5962196,0.11055,227721.5,,3840000,0.348418548,34173000
DK0060074656,2017-12-31T00:00:00Z,,,3328000,0.06491,191867,,1851000,0.262831901,22470000
DK0060074656,2018-12-31T00:00:00Z,,,1863000,0.0869,154000,,1099000,0.163617469,24880000
DK0060074656,2019-12-31T00:00:00Z,,,2411000,0.79045,912000,,3165000,0.711382612,25181000
DK0060074656,2020-12-31T00:00:00Z,,,4351000,1.16563,2104500,,3809000,0.137280538,25857000
DK0060088367,2002-12-31T00:00:00Z,,,634000,6.95122,,,1094000,,4678000
DK0060088367,2003-12-31T00:00:00Z,,,1422000,6.44723,,,1519000,25.46587884,6987000
DK0060088367,2004-12-31T00:00:00Z,,,3497000,4.07503,,,1731000,16.40812862,9125000
DK0060088367,2005-12-31T00:00:00Z,,,8439000,1.79035,,,2061000,13.17911171,12003000
DK0060088367,2006-12-31T00:00:00Z,,,20874000,,,,2106000,10.22105726,19716000
DK0060088367,2007-12-31T00:00:00Z,,,85362000,,,,2271000,5.683298759,
DK0060088367,2008-12-31T00:00:00Z,,,78350000,1.6727,,,3114000,4.974977922,37762000
DK0060088367,2009-12-31T00:00:00Z,,,73379000,,,,3669000,,33193000
DK0060088367,2010-12-31T00:00:00Z,,,58405000,,,,4147000,,
DK0060088367,2011-12-31T00:00:00Z,,,60413109,1.86711,,,4033000,3.069911714,44625213
DK0060088367,2012-12-31T00:00:00Z,,,59313000,1.8061,,,3872000,3.246635434,47847000
DK0060088367,2013-12-31T00:00:00Z,,,46771000,1.97874,,,4507000,6.847280111,68553000
DK0060088367,2014-12-31T00:00:00Z,,,48758000,1.62756,,,7309000,18.63557474,96709000
DK0060088367,2015-12-31T00:00:00Z,,,62832000,3.39691,,,7453000,6.045519203,112363000
DK0060088367,2016-12-31T00:00:00Z,,,65533000,3.26487,,,8292000,4.531290329,130091000
DK0060088367,2017-12-31T00:00:00Z,,,99203000,2.6522,,,8931000,4.574558949,147098000
DK0060088367,2018-12-31T00:00:00Z,,,103618000,3.05818,,,9846000,4.985725965,158551000
DK0060088367,2019-12-31T00:00:00Z,,,101028000,2.12082,,,8374000,4.42897401,166213000
DK0060088367,2020-12-31T00:00:00Z,,,105935000,27.95015,,,13819000,6.722190863,154184000
DK0060088367,2021-12-31T00:00:00Z,,,187060000,23.2443,,,18529000,1.716914024,173180000
DK0060088367,2022-12-31T00:00:00Z,,,198503000,,,,,,
DK0060076008,,,,,,,,,,
DK0060085694,2006-06-30T00:00:00Z,,,,,,,,,
DK0060085694,2007-06-30T00:00:00Z,,,134565000,,,,,132.3136292,3816000
DK0060085694,2008-06-30T00:00:00Z,,,159353000,,1448561500,,,2.880291379,5422000
DK0060085694,2009-06-30T00:00:00Z,,,66168000,,1364312500,,,2.853303212,10613000
DK0060085694,2010-06-30T00:00:00Z,,,51730000,,1314536000,,,0.44974666,8580000
DK0060085694,2011-06-30T00:00:00Z,,,51475530.13,,,,,1.299260712,7674851.493
DK0060085694,2012-06-30T00:00:00Z,,,32667987.49,,,,,0.987102717,9148116.107
DK0060085694,2013-06-30T00:00:00Z,,,28629668.56,,,,,0.936402643,10403375.64
DK0060085694,2014-06-30T00:00:00Z,,,33262337.32,,,,,1.000100829,8069982.146
DK0060085694,2015-06-30T00:00:00Z,,,62167047.11,,,,,1.038661017,9148914.161
DK0060085694,2015-06-30T00:00:00Z,,,62167047.11,,,,,,9148914.161
DK0060085694,2015-06-30T00:00:00Z,,,62167047.11,,,,,,9148914.161
DK0060085694,2018-12-31T00:00:00Z,,,,,,,,,
DK0060085694,2019-12-31T00:00:00Z,,,,,,,,,
DK0060085694,2020-12-31T00:00:00Z,,,,,,,,,
DK0060085694,2021-12-31T00:00:00Z,,,,,,,,,
DK0060085694,,,,,,,,,,
DK0060085694,,,,,,,,,,
DK0060085694,,,,,,,,,,
DK0060085694,,,,,,,,,,
DK0060093524,2007-12-31T00:00:00Z,,,,,,,,,
DK0060093524,2008-12-31T00:00:00Z,,,3234282.693,,,,,,738299.645
DK0060093524,2009-12-31T00:00:00Z,,,3265369.631,,,,,0,821536.6441
DK0060093524,2010-12-31T00:00:00Z,,,3913290.447,,,,,0.113206043,842949.8611
DK0060093524,2011-12-31T00:00:00Z,,,4482598.381,,,,,-5.540005418,706110.8576
DK0060093524,2012-12-31T00:00:00Z,,,2684747.055,,,,,0,709413.4041
DK0060093524,2013-12-31T00:00:00Z,,,1962000,,,,,0.095900226,1016000
DK0060093524,2014-12-31T00:00:00Z,,,2559000,,,,,0.03218555,1197000
DK0060093524,2015-12-31T00:00:00Z,,,2212000,,,,,0.122070313,1040000
DK0060093524,2016-12-31T00:00:00Z,,,2731000,,,,,0.46208509,1050000
DK0060093524,2017-12-31T00:00:00Z,,,3706000,,,,,0.23607135,1316000
DK0060093524,2018-12-31T00:00:00Z,,,2043000,,,,,2.520502725,1189000
DK0060093524,2019-12-31T00:00:00Z,,,4297000,,,,,0,1139000
DK0060093524,2020-12-31T00:00:00Z,,,4098000,,,,,0,1269000
DK0060093524,2021-12-31T00:00:00Z,,,4776000,,,,,0,1247000
DK0060093524,2022-12-31T00:00:00Z,,,7787000,,,,,,1568000
DK0060090181,,,,,,,,,,
DK0060090777,,,,,,,,,,
DK0060568145,2001-12-31T00:00:00Z,,,526000,6.41607,,,27000,,398000
DK0060568145,2002-12-31T00:00:00Z,15000000,2.02,274000,24.8766,,,185000,33.06248249,224000
DK0060568145,2003-12-31T00:00:00Z,,,0,7.32626,,,113000,9.419850414,406000
DK0060568145,2004-12-31T00:00:00Z,,,0,6.90884,,,538000,18.89845095,3219000
DK0060568145,2005-12-31T00:00:00Z,,,0,6.36833,,,315000,40.53617571,3763000
DK0060568145,2006-12-31T00:00:00Z,,,86000,66.65505,,,272000,45.34346103,3289000
DK0060568145,2007-12-31T00:00:00Z,,,4411000,1.84701,,,3021000,22.08623243,5874000
DK0060568145,2008-12-31T00:00:00Z,,,2802000,1.09521,,,3386118,19.12680636,6388365
DK0060568145,2009-12-31T00:00:00Z,,,755073,0.71452,10435492,,3597384,15.26028773,2653742
DK0060568145,2010-12-31T00:00:00Z,,,40602,0.33567,4971437,,2944612,14.08261382,1892469
DK0060568145,2011-12-31T00:00:00Z,,,13419,0.15514,35665,,3194895,12.40144084,4926531
DK0060568145,2012-12-31T00:00:00Z,,,92,0.0891,15708,,6140328,14.67079171,4837848
DK0060568145,2013-12-31T00:00:00Z,,,36626,0,4488,,1718730,13.29142663,3400883
DK0060568145,2014-12-31T00:00:00Z,,,5439,,,,1578000,14.45036222,3102874
DK0060568145,2015-12-31T00:00:00Z,,,6778,,,,1699110,15.40562573,2884564
DK0060568145,2016-12-31T00:00:00Z,,,348614,,,,1794718,15.88518327,3479560
DK0060568145,2017-12-31T00:00:00Z,,,387503,,,,1757211,14.92486749,3745980
DK0060568145,2018-12-31T00:00:00Z,,,787146,0.10252,,,1816466,15.7374701,6021806
DK0060568145,2019-12-31T00:00:00Z,,,365446,0.73038,64478,,1837781,14.83257973,6059752
DK0060568145,2020-12-31T00:00:00Z,,,569928,0.63718,99534,,2107968,22.04967477,6584195
DK0060568145,2021-12-31T00:00:00Z,,,654940,0.93462,137392.5,,2488030,14.27375745,8295722
DK0060568145,2022-12-31T00:00:00Z,,,63000,0.32463,116676,,,,5199000
DK0060101483,2004-12-31T00:00:00Z,,,6771000,85.26835,,,8829000,,34141000
DK0060101483,2005-12-31T00:00:00Z,,,22214000,46.70387,,,3877000,32.63141928,27409000
DK0060101483,2006-12-31T00:00:00Z,,,50081000,46.17394,,,11973000,111.8977172,48843000
DK0060101483,2007-12-31T00:00:00Z,,,105303000,,103757500,,17801000,1.854983601,60039000
DK0060101483,2008-12-31T00:00:00Z,,,15797000,0.21197,,,10673000,1.840228624,53617000
DK0060101483,2009-12-31T00:00:00Z,,,1839000,0.1647,,,2334000,0.026991132,44663000
DK0060101483,2010-12-31T00:00:00Z,,,7212000,68.94129,,,738000,0.291098678,18037000
DK0060101483,2011-12-31T00:00:00Z,,,1298000,6.45247,,,2635000,12.49860147,26089000
DK0060101483,2012-12-31T00:00:00Z,,,220000,0.59136,,,360000,0,24116000
DK0060101483,2013-12-31T00:00:00Z,,,5646000,1.8351,,,483000,0.649812844,30557000
DK0060101483,2014-12-31T00:00:00Z,,,2013000,1.17084,,,413000,0.383786844,36845000
DK0060101483,2015-12-31T00:00:00Z,,,4469000,1.05142,,,358000,0.340887975,38778000
DK0060101483,2016-12-31T00:00:00Z,,,1690000,1.68756,,,1528000,0.514698917,36445000
DK0060101483,2017-12-31T00:00:00Z,,,2885000,2.46804,743000,,1547000,0.651000318,26726000
DK0060101483,2018-12-31T00:00:00Z,,,1428000,7.759,1205500,,1500000,5.687721071,28888000
DK0060101483,2019-12-31T00:00:00Z,,,45000,1.18201,936500,,22000,0,15296000
DK0060101483,2020-12-31T00:00:00Z,,,2282000,7.96366,739000,,586000,,25705000
DK0060101483,2021-12-31T00:00:00Z,,,5158000,3.72498,1171000,,605000,,27587000
DK0060101483,2022-12-31T00:00:00Z,,,16732000,2.06688,1210500,,1156000,,43711000
DK0060089688,,,,,,,,,,
DK0060091155,2004-06-30T00:00:00Z,,,993000,2.94184,,,179000,,13121000
DK0060091155,2005-06-30T00:00:00Z,,,985000,2.66796,,,157000,,14322000
DK0060091155,2006-06-30T00:00:00Z,,,1000,4.00951,,,259000,4.308131241,14267000
DK0060091155,2007-06-30T00:00:00Z,,,,,,,,,
DK0060091155,2008-06-30T00:00:00Z,,,309000,0.9766,,,426000,,22382000
DK0060091155,2009-06-30T00:00:00Z,,,19000,,,,717000,4.449116035,26509000
DK0060091155,2010-06-30T00:00:00Z,,,29000,,,,809000,1.884276641,
DK0060091155,2011-06-30T00:00:00Z,,,5685781,0.50195,,,900996,1.098679116,26228569
DK0060091155,2012-06-30T00:00:00Z,,,5982000,,,,270000,,
DK0060091155,2013-06-30T00:00:00Z,,,6089000,0.37471,,,511000,,26268000
DK0060091155,2014-06-30T00:00:00Z,,,23746,0.78265,191705,,359556,1.142331462,25754926
DK0060091155,2019-06-30T00:00:00Z,,,202128,2.40028,538541.5,,251723,2.41499885,9851050
DK0060091155,2019-06-30T00:00:00Z,,,202128,4.82337,538541.5,,251723,2.758814533,9851050
DK0060091155,2020-06-30T00:00:00Z,,,128569,0.58658,538541.5,,159552,,9902018
DK0060091155,2021-06-30T00:00:00Z,,,,0.20099,538541.5,,,,
DK0060091155,,,,,0.25393,538541.5,,,,
DK0060091155,,,,,0.27089,538541.5,,,,
DK0060091155,,,,,,538541.5,,,,
DK0060091155,,,,,,538541.5,,,,
DK0060091155,,,,,,538541.5,,,,
DK0060091155,,,,,,538541.5,,,,
DK0060091155,,,,,,538541.5,,,,
DK0060100592,,,,,,,,,,
DK0060093607,2007-12-31T00:00:00Z,,,,,,,,,
DK0060093607,2008-12-31T00:00:00Z,,,53704000,,,,,,163000
DK0060093607,2009-12-31T00:00:00Z,,,38893000,,,,,0,
DK0060093607,2010-12-31T00:00:00Z,,,27535000,65.41691,,,2328000,94.89379512,132000
DK0060093607,2011-12-31T00:00:00Z,,,10040000,83.06142,,,3310000,0,518000
DK0060093607,2012-12-31T00:00:00Z,,,511000,,,,0,0,-271000
DK0060093607,2013-12-31T00:00:00Z,,,1453000,,,,,71.00620203,30000
DK0060093607,2014-12-31T00:00:00Z,,,2973000,,,,,64.31740315,73000
DK0060093607,2015-12-31T00:00:00Z,,,5502000,,,,,58.27963371,514000
DK0060093607,2016-12-31T00:00:00Z,,,7233000,,,,,20.36261187,766000
DK0060093607,2017-12-31T00:00:00Z,,,23219000,0.39568,,,160000,48.24962301,2217000
DK0060093607,2018-12-31T00:00:00Z,,,19533000,0.45433,1793500,,443000,23.97902042,2866000
DK0060093607,2019-12-31T00:00:00Z,,,9828000,1.14449,5655000,,2066000,37.71573062,3564000
DK0060093607,2020-12-31T00:00:00Z,,,24056000,0.89058,8525000,,2593000,5.430208828,4153000
DK0060093607,2021-12-31T00:00:00Z,,,10346000,0.02297,4070500,,142000,11.86998581,4161000
DK0060093607,2022-12-31T00:00:00Z,,,21355000,0.01756,228000,,171000,7.928874624,2723000
DK0060118453,,,,,,,,,,
DK0060120947,,,,,,,,,,
DK0060121242,,,,,,,,,,
DK0060492577,,,,,,,,,,
DK0060492577,,4000000,,,,,,,,
DK0060492577,,8000000,,,,,,,,
DK0060492577,,1004000,0,,,,,,,
DK0060492577,,1176500,0,,,,,,,
DK0060492577,,,,,,,,,,
DK0060492577,,0,0,,,,,,,
DK0060492577,,,,,,,,,,
DK0060492577,,,,,,,,,,
DK0060492577,,,,,,,,,,
DK0060492577,,,,,,,,,,
DK0060137594,2007-12-31T00:00:00Z,,,128000,74.4511,,,,,
DK0060137594,2008-12-31T00:00:00Z,,,,,,,,,
DK0060137594,2009-12-31T00:00:00Z,,,7149442.679,0,,,,,2783820.884
DK0060137594,2010-12-31T00:00:00Z,,,6937136.245,0,,,,0.122246228,1808916.707
DK0060137594,2011-12-31T00:00:00Z,,,1947787.702,0,,,,18.68369629,2055606.026
DK0060137594,2012-12-31T00:00:00Z,,,678513.8273,0,,,,0.20116688,2344033.193
DK0060137594,2013-12-31T00:00:00Z,,,619000,,,,,,2260000
DK0060137594,2014-12-31T00:00:00Z,,,1402000,,,,,8.833173104,2303000
DK0060137594,2015-12-31T00:00:00Z,,,2873000,,,,,0.566396264,20843000
DK0060137594,2016-12-31T00:00:00Z,,,9172000,,,,,0.474166042,18172000
DK0060137594,2017-12-31T00:00:00Z,,,21561000,0.013,,,,0.2239177,14899000
DK0060137594,2018-12-31T00:00:00Z,,,24237000,0.01353,333500,,,0.541915061,14863000
DK0060137594,2019-12-31T00:00:00Z,,,29029000,0.01495,397500,,97000,0.647300182,14193000
DK0060137594,2020-12-31T00:00:00Z,,,82919000,0.01033,393000,,115000,0.347928427,18311000
DK0060137594,2021-12-31T00:00:00Z,,,126209000,0.00455,246500,,107000,0.666043889,16842000
DK0060137594,2022-12-31T00:00:00Z,,,150924000,0.00227,122000,,72000,1.481769263,16878000
DK0060141869,2005-12-31T00:00:00Z,,,13846000,,,,,,561000
DK0060141869,2006-12-31T00:00:00Z,,,13553000,,,,,0.824177679,830000
DK0060141869,2007-12-31T00:00:00Z,,,10333000,,,,,11.09330336,439000
DK0060141869,2008-12-31T00:00:00Z,,,255052000,,,,,23.76282228,3472000
DK0060141869,2009-12-31T00:00:00Z,,,55386000,,,,,8.619905995,7126000
DK0060141869,2010-12-31T00:00:00Z,,,33338000,,,,,0.839800923,11892000
DK0060057990,,,,,,,,,,
DK0060196848,,,,,,,,,,
DK0060099992,,,,,,,,,,
DK0060127520,2008-12-31T00:00:00Z,,,100399978,0,,,,,831000
DK0060127520,2009-12-31T00:00:00Z,,,47339268,17.68248,,,92782,12.1973566,1167863
DK0060127520,2010-12-31T00:00:00Z,,,256284320,13.05202,,,1134970,15.24007208,4041239
DK0060127520,2011-12-31T00:00:00Z,,,204464304,,,,3085941,19.24895516,4794306
DK0060127520,2012-12-31T00:00:00Z,,,111958000,76.78481,346232741.5,,27454102,96.7529856,11913909
DK0060127520,2013-12-31T00:00:00Z,,,17797000,59.41627,583133500,,43741000,0.1884092,24084000
DK0060127520,2014-12-31T00:00:00Z,,,18639000,57.74467,583133500,,32706000,0.202034965,11523000
DK0060127520,2015-12-31T00:00:00Z,,,4278000,45.1904,583133500,,30913000,0.108789009,11261000
DK0060127520,2016-12-31T00:00:00Z,,,2599000,42.00031,583133500,,27391000,0.017650436,9522000
DK0060127520,2017-12-31T00:00:00Z,,,42000,60.34147,583133500,,29899000,22.40966225,9213000
DK0060127520,2018-12-31T00:00:00Z,,,30000,62.94775,583133500,,29806000,,9583000
DK0060127520,2019-12-31T00:00:00Z,,,18000,62.71888,583133500,,28584000,,6529000
DK0060127520,2020-12-31T00:00:00Z,,,9000,62.14717,583133500,,28563000,,
DK0060127520,2021-12-31T00:00:00Z,,,,70.91158,583133500,,28705000,,
FO0000000179,2005-12-31T00:00:00Z,,,1025000,89.4601,,,14305000,,8735000
FO0000000179,2006-12-31T00:00:00Z,1187500000,3.66117,,,,,13441000,,34667000
FO0000000179,2007-12-31T00:00:00Z,1635833330,1.57168,18000,45.83752,,,15592000,,46217000
FO0000000179,2008-12-31T00:00:00Z,1949428570,4.28123,471000,41.74524,,,18963000,6.551020966,60944000
FO0000000179,2009-12-31T00:00:00Z,2474000000,5.46428,35319000,37.19647,,,20797000,3.611909724,78014000
FO0000000179,2010-12-31T00:00:00Z,2601375000,7.17873,9128000,58.01674,293710500,558000000,42257000,7.517126417,118409000
FO0000000179,2011-12-31T00:00:00Z,2662327270,8.75356,16868000,35.99498,592471000,1085366670,67325000,5.62230957,168144000
FO0000000179,2012-12-31T00:00:00Z,3608300000,11.69376,25045000,31.61401,820645500,730666670,80244000,4.689406354,210115000
FO0000000179,2013-12-31T00:00:00Z,3062888890,12.06181,182077000,29.45467,864732000,791000000,86959000,7.032066973,232871000
FO0000000179,2014-12-31T00:00:00Z,3664799890,12.27604,405109000,30.06838,978972000,1058000000,104476000,7.216707611,263897000
FO0000000179,2015-12-31T00:00:00Z,5399285710,10.44279,101852000,39.06485,1286370500,2120000000,112812000,16.45945407,281085000
FO0000000179,2016-12-31T00:00:00Z,5668375000,7.12,234996000,39.09975,1824981500,2525666670,135575000,14.70482097,436275000
FO0000000179,2017-12-31T00:00:00Z,6485366670,8.99111,309551000,49.85786,2344450000,2266333330,183590000,12.07713679,519948000
FO0000000179,2018-12-31T00:00:00Z,7354714290,9.9425,316894000,49.70812,2727377500,2778666670,198898000,9.820443238,449623000
FO0000000179,2019-12-31T00:00:00Z,8240320000,12.5425,1309546000,31.39604,3498824000,2992666670,308255000,48.77446634,611889000
FO0000000179,2020-12-31T00:00:00Z,,,466939000,34.6281,4166961000,,455176000,6.357975029,661931000
FO0000000179,2021-12-31T00:00:00Z,,,509157000,35.48553,4705741000,,530416000,8.015952585,869912000
FO0000000179,2022-12-31T00:00:00Z,,,719603000,36.0494,5638294500,,539631000,7.843162146,1046680000
DK0060227585,2006-08-31T00:00:00Z,,,30834000,22.62105,,,41691000,,125187000
DK0060227585,2007-08-31T00:00:00Z,628605100,0.27125,33830000,22.75807,,,36752000,3.221745905,122257000
DK0060227585,2008-08-31T00:00:00Z,694600200,0.3369,82587000,20.85381,,,38079000,3.338868052,126931000
DK0060227585,2009-08-31T00:00:00Z,757420940,0.4975,80281000,20.62915,,,40580000,2.188026781,114805000
DK0060227585,2010-08-31T00:00:00Z,797442130,0.50133,61000000,19.63838,,,42800000,2.982731373,140200000
DK0060227585,2011-08-31T00:00:00Z,829142070,0.53154,118100000,18.04539,251300000,395500000,42900000,3.40202323,153200000
DK0060227585,2012-08-31T00:00:00Z,933434530,0.68967,60500000,19.38342,252200000,443500000,50500000,4.718801009,176900000
DK0060227585,2013-08-31T00:00:00Z,1060845000,0.85417,77500000,20.49312,270200000,495250000,56500000,5.24043252,194800000
DK0060227585,2014-08-31T00:00:00Z,1147496530,1.20031,57600000,21.8125,290000000,509725000,51900000,4.581099318,189800000
